Yorum,Yildiz,Ulasim,Rehber,Organizasyon,Otel,Yemek
"Küre Dağları turuna Nur hanımla katıldık, Nur Hanım genel olarak ilgiliydi. Fakat firmayı genel olarak sorumsuz buldum. Rezervasyondan tut, sürece kadar ilgisizlerdi.",2,0,0,2,0,0
"29 Mart- 2 Nisan GAP turu. (Bayram)
Öncelikle şahsi tatil görüşlerim.
1.Bayram veya özel günlerde kalabalık olması sebebiyle yogunluk var tercih edilmemeli.
2.Tur ile yapılan gezilerde zamana uymayan saygısız kişi ve kişiler olunca programda aksamalar meydana geliyor. Firmanın olumsuz etkilenmesine sebep oluyor.
3. Gidiş dönüş uçaklı turları tercih etmeliyim.
Boray Tur için
1. Fiyat performans ve güzergah iyi.
2. Beyazsu bölgesi istek üzerine ilave edilmiş Deyruszafaran çıkarılmış. Pek inandırıcı gelmediği gibi bize soranda olmadı. Beyazsu harabelerini bile görmedik. Dere kenarı bol mangal ateşli, dumanlı yemek yeme için boş yere yol katedildi. Çok ama çok yanlış tercih.
3.Extra yemek veya alışveriş için yönlendirilen yerler dışardaki başka yerlere göre pahalı."" Tur indirimi "" deniyor ama maalesef ""tur bindirimi"" daha doğru bir tabir. Bizzat deneyim ledim. Birinciyi tespitten sonra diğer yeme içme ve alışverişi ferdi olarak yaptım daha ucuzdu.
Bence serbest olmalı.
4. Gezi esnasında anlık faaliyet ile ilgili geziye katılan bir konuğun faaliyet hakkında google da firma aleyhine olumsuz şey yazması ve bunu rehberin bir suçmuş gibi lanse ederek hoş olmayan cümleler kurması hoş olmadı. Bunu dile getirdim özür dilendi ama o söz artık söylendi. Sanki herşeyi olumlu yazmamız şartmış gibi.??? Bilemedim????
5..Rehberlik hizmeti yeterli idi. Teşekkürler
6..Güvenli bir yolculuk idi. Teşekkürler(en önemlisi)
7.konaklama yapılan oteller Urfa eh işte,Batman iyi, Diyarbakır çok iyi.
8. Gezi'nin kalabalık ve trafikten dolayı uzaması ve otelde alınacak yemeğe yetişilmeyecek olmasından dolayı Mardin'de ""Maide"" isimli restaurantta yemek tertibi alınması güzeldi. Teşekkürler.
Lokanta tercihi ve sunulan yemek muazzamdı. Ayrıca teşekkürler.
9.Sıra gecesi extra güzel.
Neticede firma yada konuktan kaynaklı aksaklıklar oluyor . Teşekkürlerimi sunuyorum, eleştirilerimin de dikkate alınmasını rica ediyorum.",3,1,1,2,1,2
"Kayak takımlarını almak için 2 kişi için 1 saate yakın bekledik. Kayak takımlarını alacak olan kişiler için ayrı bir plan oluşturulmalı diye düşünüyorum. Kayak takımı almayan kişiler boşu boşuna 1 saat beklemiş oluyorlar .Yurduntepe kayak merkezine vardığımızda saat 12 ydi . 16.30-17.00 gibi servis aracının başında olmamız istendi . Geçirdiğimiz vakit çok sınırlıydi
Kimi yerde içecekler açık olarak kimi yerde kapalı kutu şeklinde veriliyordu. Ödediğimiz ücret aynı olduğu halde kimi yerde içeceklerin açık bir şekilde verilmesi hiç adil değildi.
Reyhan Hanım bize rehberlik etti. Bizimle ilgilendi.Lakin Serviste gereksiz kahkaha atıp bağıran kişiler vardı bu durumdan çok rahatsız olduk tur rehberimize rahatsız olduğumuzu uyuyamadığımızı söyledik .Ama kendisi az yolumuzun kaldığını bize söyledi bu konuda mağdur olduk .",3,2,2,2,0,0
Boray tura Sayın hocamız Oğuz beye Hanımefendi Filiz hanıma Kaptanımız Ramazan beye bizlere keyifli bir tur sundukları için sonsuz teşekkür ediyorum 🙏🏼🙏🏼,3,1,0,1,0,0
"Öncelikle rezervasyon yaptırdığımız 26.10.2025 Ankara çıkışlı Beypazarı-Abant-Gölcük turunda olumlu değerlendirebileceğim şeyler şunlar oldu: zaman yönetimi, aracın yeni olması, şöfor beyin sürüş hakimiyeti, öğle yemeği için gidilen yerin samimi ortamı ve rotanın doğal güzelliği. Fakat turun açıklamasında belirttiği keyifli ve eğlenceli tur deneyiminin beklentilerimi karşıladığını söyleyemem. Özellikle Beypazarı'na giderken ve sonrasında Abant gidiş rotasında sabahın çok erken saatlerinde başlayan son ses müzik ve bir tur görevlisinin yolcuları ""eğlendirme"" şekli benim için oldukça rahatsız ediciydi. Buna ek olarak tur görevlilerinin buluşma yeri belirtmek veya mola ihtiyacı sormak dışında ziyaret ettiğimiz yerler hakkında bilgilendirici rehberlik yapması da daha iyi olurdu. Diğer tur görevlisinin dönüş yolunda yolcuların yanına tek tek gidip zorla olumlu yorum yazdırmaya çalışması da hoş bir tavır değildi. Daha profesyonel rehberlerle çalışmanız turlarınızın kalitesini arttıracaktır diye düşünüyorum. Son olarak rotada Beypazarı'na sabah 09.00'da ulaşmak sanıyorum günün geri kalanını değerlendirmek amacıyla planlanmış. Ancak o saatte açık dükkan veya çay içecek bir mekan bile bulmak zor oldu. Saygılarımla..",3,1,1,1,0,0
"22.11.2025 bugün arkadaşlarımızla kafa dagıtmak için küre dağları turuna katıldık
Rehberlerimizi sertaç bey ve nur hanım teşekürler güzel turdu. Kanyon gitişi 60 tl seyirlik teras 60tl öğrenciye 30 tl müze kartı geçmiyor. Yemek den memnun kalmadık arkadaşlar olarak ve yemek yerinde mescit yok arkadaşlar bir yerde kılalım dediler hiç bir şekilde yardımcı olmadılar bu konuda müzdaribiz sadece. Araç içi eğlencen süper 😊",3,1,1,1,0,1
22.11.2025 tarihinde Kastamonu gezimizden cok memnun kaldım kanyonlara bayildik 12 arkadaslardan biriyim.arac icinde kendimizi evimizde gibi hissettik yedik ictik eglendik muzikli calgili devam ettik. Nur hanim sercan bey ve mehmet beye tekurler. tur restoran secebegi sunmayip tek bir yere goturdu ve malesef iyi degildi bundan puan kiriyoruz.namaz kilan icin de mescidin olmamasi ve hic bir imkan sunulmamasi sikinti yaratti bu konuda biraz daha hassas olunursa daha cok tercih ederiz,3,1,0,1,0,1
14 Kasım Yedigöller turu için rehberimiz Birgül hanıma ve şoförumuze teşekkür ederiz. Ankara'dan Bolu ya gelmek saatlerimizi aldı. Yedigöller çevresine ayrılan süre çok azdı. Serbest zaman çok az bırakıldı. Yağmur eşliğinde bolca doğa yürüyüşü yaptık. Gezilen yerlere dönüş için otobüsün girmemesi de bizim için çok yorucu oldu. Başka turlarda bunlara bunlara dikkat edilirse daha iyi olabilir.,3,1,1,2,0,0
Ankara nın fatklı semtlerinfen arkadaşlatla Boray tur sayesinde tanıştık güzel bir 4 gün geçirdik daha güzel turlarda buluşmak üzere🤗Ayrıca rehberimiz Ragıp bey e ve şöforümüz Hüseyin bey e çok teşekkür ediyoruz,3,0,1,1,0,0
1 kasım lı turda sapanca maşukiye turda kaptanımız Hüseyin bey nuray hanım ve nurten hanımdan çok memnun kaldım gezdigimiz yerlerde harikaydı yine aynı turla başka gezilerede gidecegim,3,1,0,1,0,0
Öncelik hizmetleri için teşekkür ederim fakat arac cok pisti arac halisının tozundan genzimiz yandi arka koltuklar buz gibiydi şapka ve montla yolculuk yaptik yemek Yeri olarak daha oraya özgü yemekler yiyecegmiz bir yer olabirdi .,3,1,0,1,1,0
"9 Kasım günü küre dağları ve kanyon turuna katıldım . Günüm genel manasıyla keyifli , huzurlu ve güzel geçti fakat yemek yenilecek yere giderken internetin çekmediğini atmden para çekmemiz istendi ve çevrede başka restoran olmadığını söylendi halbuki hem İnternet çekiyordu hem de çevrede birkaç lokanta var idi . Bunlar dışında güzel bir gün geçirdim. Rehber Nur hanım gayet sakin , kibar birisiydi. Dipnot: küçük otobüsü sorgulamistim amma velakin gittiğimiz yolları görünce neden olduğunu anladım 🙂",4,0,1,1,0,1
"14 kasım tarihli yedigöller turuna ailecek katıldık. Bizim adımıza tur da bir problem olmadı, rehberimiz Birgül Hanıma da ilgisi ve güler yüzü için teşekkür ederim çok sevdik. 1 yıldız düşük verdim çünkü otobüsün arka tarafı camdan soğuk alıyo klimayı yaktılar ama yolculuk süresince gerçekten ısınamadık montla oturmak zorunda kaldık",4,1,1,1,0,0
"GAP turu bizim için güzel bir deneyimdi.Başta bize anlatımıyla bilgilendiren değerli hocamıza,tur yetkilimize ve bizi bu kadim şehirlere getiren Ramazan kaptanımıza çok teşekkür ederiz.Boray tur sayesinde güzel dostluklar kazandık.Nice güzel turlara.",4,1,0,1,0,0
Boray tur ile keyifli güzel bir Yedigöller turu yaptık. Yeterli ve beklentileri karşıladı. Handan Hanıma ayrıca teşekkür ediyoruz.,4,0,0,1,0,0
"13 şubat tarihinde Buray turla günübirlik Ilgaz turuna katıldım Nur hanım ve Hüseyin abi bizi gerçekten mutlu etmeye çalıştı Nuray hanımada hersey için teşekkürler samimiyetleri gerçekten iyiydi.Fakat turlarda reklam yaparken en kapsamlı ifadesinin yanlış oldugunu düşünüyorum sadece sandviç ve yol en kapsamlı gibi gosterilmemeli bunun için farklılık yapmanız gerekiyor(kayak takımı,snowboardvb. Ve yemegide fiyata dahil etmekten bahsediyorum ) birde tura katılmadan hava koşullarını kontrol edin mutlaka turu iptal etmek yerine farklı Bi alana götürüyorlar fakat bu sizi mutlu etmeyebilir 🙏",4,0,0,2,0,0
"28 Ocak'ta günü birlik Ilgaz turuna katıldık. Çok konforlu bir otobüs yolculuğu olmasa da günü birlik tur için sorun edilmeyecek düzeyde idi. Bir de sandviçlerin içinin sadece bir marul ve lazer kesim salamdan oluşması beni benden aldı🤭 Tüm bunlara rağmen güzel bir gün geçirdik. Ancak çok önemli bir konu; okurlarsa düzeltmeleri gerektiğini düşünüyorum. Gidiş ve dönüş planlamaları çok kötüydü. Gidişte ılgaz dağına gelip 10dk mesafede kayak ekipmanları alımı ve kayak kıyafetleri giyimi için tam 1 saat bekledik. Halbuki yukarıda da böyle bir yer var. Orası ile anlaşıldı mı bilemem ama ekipman almayanların bu kadar bekletilmesi doğru değil. Dönüş ise korkunçtu. Yarım saat sonra 30dk denip 45dkya uzayan bir mola neden verilir anlamış değilim. Daha sonra tuz alımı için bir yerde daha duruldu. İndi bindi 30dkdan fazla da orada duruldu. Tamam tuzu ile ünlü bir şehir, mola verilsin ama başka molalardan kesilmeliydi. Pursaklara geldik 10-15dk mazot alındı. Günü birlik bir turda niye mazot önceden alınmaz? Anlayacağınız altınparka tam 5 saatte ancak gelebildik. Günü birlik bir tur için kısmen katlanılsa da uzun turlarda performans nasıl olur bilemem. Bütün bunlara rağmen çok nazik ve ilgili bir ekipti. Önerilerimin dikkate alınmasını diler rehberimiz Derya hanıma ve kaptana teşekkür ederiz.",4,1,1,2,0,0
"22.07.2025 Merhaba boray turla ,Amasra turuna katıldık rehberimiz çok güzel gezdirdi ve yardım sever ve bilgiliydi. Zeynep hanıma teşekkür ederim . Menü de balık yemek istedik çok doyurucu değildi fiyat performansı karşılamadı 😔 aç dönüyoruz Ankaraya. Amasranın salatası herkese hitap etmeye bilir. Kişilere tavsiyem araba da değil de oraya vardıkların da başka restoranlar da daha fazla yemek seçeneklerinin olabileceğini bilmelerini isterim .🥰",4,1,1,1,0,1
"24 Ağustos 2023'te Filyos deniz turuna katıldım. Tarihi yerleri gezmekten çok yüzme ve plajda güneşlenme amaçlı bir turdu. Sıcaklıkların rekor kırdığı günler için ideal bir program, zira aşırı sıcaktan olumsuz etkilenenler için tarih ve kültüre dair gezilerde oradan oraya koşmak keyifli olmuyor.

Katılımcılara öğleden akşam 6'ya kadar sahilde serbest zaman verildi. Restoran seçimi konusunda da katılanlara sorulup herkesin bireysel olarak yemek yiyeceği yeri seçmesi kararlaştırıldı. Plaja yürüme mesafesinde pek çok restoran ve büfeler var. Bazı önceki yorumlarda söylenenlerin aksine, rehberler gün boyunca ulaşılabilir olmak için denize girmedi, gerektiğinde aranmak üzere telefon numaralarının bütün katılımcılarda bulunmasına dikkat ettiler. Yolculuk sırasında arzu edenlerin eğlenip dans etmesi için müzik yayını yaptılar. Konforlu bir yolculuk oldu.
Yalnız tura kayıtların turdan bir gün öncesine kadar kesinleşmemesi bazan sorun olabiliyor. Özellikle hafta içi turlar son dakikada vazgeçen katılımcılar veya yetersiz sayı nedeniyle iptal olabiliyor. Bu iptal sorununu çözmek için firmanın bir başka sistem bulması iyi olur.",4,1,1,2,0,1
Günü birlik tur için idare ederdi.sadece handan hanımın güler yüzü için yapıyorum bu yorumu da.1 puan kırma sebebim Ilgaz turu için 1500 tl fazla başka turlarda aynı gezi 850 tl yani 1500 olması için içinde hiçbir fark yok,4,0,0,1,0,0
Öncelikle bize Olimpos turumuzda rehberlik eden Ahmet Recep beyfendiye çok teşekkür ederim. Tur ekibi gayet cana yakın yardımcı olmaya çalışan arkadaşlar. Fakat 3 gece 4 gün Olimpos turu için şunu söylemeliyim Ankara Antalya arası 12 saat gidiş 12 saat geliş sürdüğü için tatil aslında 3 gece 3 gün olarak kabul edilmeli gidiş ve dönüş süreniz hesaplandığında 1 gününüz tamamen yolda geçiyor. Olimpos da kaldığımız eski tip Bungalov ev çalışanları da gayet güler yüzlü insanlardı Pansiyonda fiyatlar tatil yörelerine göre uygun. Katılım sağlamayı düşünenlere söyleyeceğim keisnlikle Suluada tekne turuna katılmaları olacaktır. Olimpos u kesinlikle herkes görmeli. Boray Tür güvenilir bir ekip. Herşey için teşekkürler 🙏,4,0,1,1,0,0
"Batum turumuzda kısıtlı zamanı en verimli şekilde değerlendirmemizi sağlayan Boray Tour’a yürekten teşekkür ederiz. Konakladığımız deniz manzaralı merkezi otelimizden, yağmura rağmen kesintisiz süren yılbaşı eğlencesine kadar her şey kusursuzdu.

Medea Heykeli, Tiyatro Meydanı ve Poseidon/Neptün Çeşmesi, Miracle Park içerisindeki Alfabe Kulesi ve Ali ile Nino Heykeli gibi şehrin ruhunu yansıtan noktaları rehberliğimiz eşliğinde keşfetmek harikaydı. Özellikle Avrupa Meydanı manzaralı teras keyfimiz unutulmazlar arasındaydı!

Tur boyunca bizden ilgilerini esirgemeyen Bora Bey ve Efecan Bey başta olmak üzere, arka planda bu organizasyonu ilmek ilmek işleyen tüm Boray Tour ekibine teşekkürlerimi sunuyorum. Güvenilir, eğlenceli ve profesyonel bir seyahat deneyimi yaşamak isterseniz Boray Tour’u tek geçeriz!🎡✨",5,1,1,1,1,0
29 Ekim 2025 tarihinde Bolu Yedigöller gezisine çıktık. Ben ablam ve arkadaşımız olarak katıldık eğlenceli güzel bir gezi oldu.Derya hanım kaptanımız ve yardımcısına katkılarından dolayı teşekkür ediyoruz.,5,1,0,1,0,0
Boray tur ile yaptığımız 1 Kasım 2025 tarihli Mudurnu Göynük turunda rehberimiz Nur Hanım ve acenta yetkisi Adem Bey sayesinde son derece teyitli bir gün geçirdik. Rehberimiz Kadir Beyin açıklamaları ile zenginleşen tur programı çok güzeldi. 6 kişi olarak katıldığımız bu rotadan çok memnun kaldık. Herkesin gelip görüp gezmesi gereken bir programdı. Teşekkürler Boray tur....,5,0,1,1,0,0
26 ekim yedigöller günü birlik turuna katıldık.Rehberimiz Birgül hanıma kaptanımıza ve boray tura çok teşekkür ediyorum ilgilerinden dolayı. Ayrıca bir dahaki turlara Birgül hanım için kesinlikle katılacam☺️,5,1,1,1,0,0
"Küre Dağları kanyon & şelale turuna katıldım ve gerçekten harika bir deneyim yaşadım. Tur rehberimiz Nur Hanım hem bilgisi hem de güler yüzüyle tüm günü çok daha keyifli hale getirdi; bölgeyi çok iyi tanıyordu ve her durakta hem bilgilendirdi hem de hepimizle yakından ilgilendi.

Firmanın program akışı, organizasyonu ve profesyonelliği de gerçekten takdire değerdi. Sadece doğayı keşfetmekle kalmadık, yöre insanlarından aldığımız taze mantar, kestane ve yöresel ekmek gibi lezzetleri tatma fırsatımız da oldu. Bu da tura çok samimi ve doğal bir dokunuş kattı.

Doğayla iç içe, dolu dolu ve keyifli bir gün geçirmek isteyen herkese gönül rahatlığıyla tavsiye ederim.",5,0,1,1,0,0
"26 ekim yedi goller turumuzu an itibariyle bitirdik. Ankara'nın stresinden uzaklaşmak doğayla başbaşa kalmak harikaydı. Rehberimiz Birgül hanım inanılmaz şeker ve süper enerjili. Soforümüz Hüseyin bey de gayet güvenli birsekilde bizi ulaştırdı.
Teşekkürler Boray Tur. Gezmeyen Ankaralı kalmasın!!!!",5,1,1,1,0,0
Birgül Hanımın eşliğinde 28 Ekim Yedigöller Ankara çıkışlı günübirlik turumuzu gerçekleştirdik. Her şey için çok teşekkür ederiz kendisine. Çok sabırlı kimseyi kırmadan toparlayarak bizlere her yeri anlatarak gezdirdi. Kaptan Hasan Bey de zorlu yollarda bizi yormadan taşıdı ona da çok teşekkür ederiz. Yeme içme hizmet on numaraydı. Herkese tavsiye ediyorum. Diğer turlarda görüşmek üzere ❤️🙏,5,1,0,1,0,0
"Boraytur ile yaptığımız GAP turu beklentilerimizin çok üzerinde geçti. İlk andan itibaren güler yüzlü ve profesyonel bir ekiple karşılaştık. Tur programı çok dolu ve keyifliydi, her gün ayrı bir güzellik yaşadık. Rehberimiz bölge hakkında hem çok bilgiliydi hem de samimi tavrıyla turu daha eğlenceli hale getirdi. Konaklamalar, ulaşım ve organizasyon kusursuzdu. Çok güzel anılar biriktirdik, herkese tavsiye ederim.",5,0,1,1,1,0
01 /11/2025. Çok güzel çok eğlenceli bir turdu Özellikle Nur hanıma çok teşekkür ederim kaptanımız rehberimiz çok mükemmeldi herkese Göynük Mudurnu turuna katılmasını tavsiye ederim Tarihi dokusu tabiat güzellikleri muhteşem bir yer iyi ki katılmış iyi ki katılmışım,5,1,1,1,0,0
"Boray Tur’la unutulmaz bir GAP gezisi;
Baştan sona harika bir organizasyondu. Otobüs konforluydu, program tam zamanında ilerledi, hiçbir aksama yaşamadık. Şoförümüz Ramazan abi’ye ayrı bir parantez açmak lazım; hem sabırlı hem de espriliydi, uzun yolları keyifli hale getirdi.
Rehberler İsmail bey ve Filiz hanım ise bölgeyi karış karış anlattılar, anlatırken hem güldürdüler hem de bilgi kattılar. GAP’ı onlarla gezmek gerçekten bambaşka bir deneyimdi.
Emeği geçen herkese teşekkürler, kesinlikle tavsiye ederim 👏",5,1,1,2,0,0
"Gezi için tahsis edilen otobüsün 2+ 2 koltuk tipinde ve koltuk bacak aralıklarının çok kısa ve koltukların birbirine aşırı bitişik ve yetişkin insanlara uygun genişlikte olmaması yüzünden hayatımda geçirdiğim en kötü otobüs yolculuğu oldu. İki kişi yan yana koltuğa sığmadık. Cam kenarındaki sıkıştı. Korildorda oturan ise 5 cm yüksekte duran emniyet kemeri tokasını üzerinde oturarak ve kemiklerine baskı yaparak saatlerce işkence çekmek zorunda kaldı. Lütfen bu otobüsü tahsis eden arkadaş her kimse yanına yetişkin bir kişi daha oturtarak iki kişilik koltukta Bursa ya gidip gelsin ve zavallı misafirlerinin ne yaşadığını tecrübe etsin.
Bütün misafirler aynı durumdan dolayı zorluklar yaşadı.
Bunun dışındaki her şey olumlu ve güzeldi. Tur rehberimiz oldukça bilgili ve tecrübeliydi. Gezdiğimiz yerler hakkında bilmemiz gereken en güncel bilgileri bizimle paylaştı. Diksiyonu düzgün ve anlatımı dikkat çekiciyi. Tüm misafirler ile göz teması ve iletişimi mükemmeldi. Kendisine teşekkür ediyorum.
Şöför arkadaşlar tecrübeliydi ve trafik kurallarına saygılı davrandılar. Bizi zamanında Ankara dan alıp alıp vaktinde Ankara ya getirdiler. Kendilerine teşekkür ediyorum. Otobüste bol miktarda soğuk içme suyumuz vardı. Klima terlemememiz için yeterliydi.
Gezi güzergahımız bir günlük tur için oldukça tatmin ediciydi. Firmanıza teşekkür ediyorum.
Aynı küçük ve dar otobüsü Yurtiçi turlarınızda kullandığınız sürece bir daha sizi tercih etmeyeceğimi üzülerek belirtmek istiyorum.",1,2,1,1,0,0
"4-7 Aralık Gap turu aksiliklerle dolu geçti. Tek iyi olan mesleğinde başarılı bir rehberle yola çıkmış olmamız. Merve GÖKPUR bizimle iletişim kuran tur şirketindeki arkadaşla başlamam gerekirse o kadar nazik , kibar istekleri yerine getirmeye çalışan biri kendisine teşekkür ediyorum. Bu kadar iyi niyet ve hoşgörü ile bize sahip çıkarak turu renkli kılan Battal Beye çok teşekkürlerimi iletiyorum.Servis şoförlerimize ise diyecek hiç bir şey bulamam gayet işlerinin Ehl-i insanlardı. Öneri yapmam gerekirse acilen Tur şirketi olarak anlaştıkları Mardin Yay Grand Otel, Bulut Royel Otel ve Sıra gecesi düzenlediğiniz Grand Armaniyi değiştirmeleri gerekir .Bizim tur aynı tur şirketiyle 2 araç vardı. Araçlardaki her bir kimse o tur şirketine bağlı kalıp bir aile gibi görülerek benimsenmeliydi ayrı tur gibi muamele yapılarak iki grup birbirini benimsetmeyen hatta Vip grup diye ayrım yapılarak ötekileştirilen diğer araç rehberi Mert bey gayet hırs ve gençliğinden ötürü insanları kırması büyük küçük demeden saygısız tavırları bizi çok üzdü . Saygılı olmak en başta bizim milli değerlerimizdendir . Medeniyetlerin beşiği olan doğu şehirlerimizde hoşgörü anlayışından uzak tavırlarından dolayı kendisini kınıyorum.",1,1,2,2,2,0
"2 Günluk erciyes tatiline gittik.Rehberimiz emre bey haricinde her şey kötüydü.
1- Sevgililer gününde gitmemize rağmen eşimle beni ayrı koltuklara oturttular.Otobüste ayrı gitmek zorunda kaldık.
2- otel hijyenik değildi. Yastikta kan lekesi gibi leke vardı. Kıllar vardi. Yer halıları vs genel hijyenik degildi çok eski otel. Oda ve tum otel sigara kokuyordu. Odanizin kapinin onunde bile koridorda küllük var. Otelin her yerinde sigara içiliyor.
3- Ayarlanan öğle yemeği kötüydü. En ucuz yere götürüyorlar. Yan tarafta 50 tl fazlasina çok daha güzelini yedik. Ayrica tum turlar orayla anlaştigi icin aşırı kalabalık.

Hayatımda ilk defa turla bir yere gittim. Bu son oldu. Bir daha da gitmeyi düşünmüyorum. Para veriyorsunuz ucuz olsun diye size bulabilecekleri en ucuz hizmeti veriyorlar.Kendiniz o paraya daha iyi hizmet alabileceginize eminim.Paranız boşa gidiyor.Bu yorumu okuyan vatandaşlarımıza tavsiyem arabanız var ise kesinlikle kendiniz gidiniz.",1,2,1,2,2,2
"Yılbaşı dolayısıyla Karadeniz Batum turuna katıldık, rehberimiz Hamdi Bey’di. Bilgisi güzeldi. Batum’a gittiğimizde fena bir yağış ve soğuk vardı bir an önce odalarımıza çıkmak istedik şehir turu sonrası
, ancak otel odalarımız öncesinde ayarlanmamıştı dakikalarca yorgun ve üşümüş bir şekilde beklemek zorunda kaldık. Gelirken iki defa sözlü, iki defa da mesaj yoluyla belirtmemize rağmen otobüsün arka tarafına sıcak verilmedi anca beşinci dememizden ve firma sahibinin yanında söylememizden sonra verildi. Otobüsün arka tarafında bazı yolcular oldukça gürültülüydü ve alkol kullanılıp sarhoş olundu uyku vaktinde, ancak bir müdahalede bulunulmadı. Birkaç yolcu dönüş otobüsünden inerken kendi bavullarını alıp bizim bavullarımızı yolda bırakmışlar geri bagaja koymamışlar, sonrasında haber verdiler. Yanlarında bagaj kapağını açan ve bavulları veren bir görevli olmadığı için valizimiz kaybolma tehlikesiyle karşı karşıya kaldı. Yolcular tek başına inip bavullarını almak için bizim bavulları yola indirip öylece bırakıp gitmişler, bir de bunu almak için yol döndük. Böyle bir yolcu zihniyeti hakimdi genel olarak turda, çoğu kişi anlayışsız, gürültülü insanlardı. Tercih etmek isterseniz seçim sizin.",1,2,1,2,2,0
"Güncelleme: (aşağıdaki yorumum üzerine bir ay öncesinde aranıyorum ve günübirlik tur hediye edileceği söyleniyor sene sonuna kadar. Dün arıyoruz. Telefonda muhatap olduğumuz hanımefendinin üslubu o kadar çirkin ki!!. Üstten ve nezaketten tamamen uzak. “Yorumunuzu bile silmemişsiniz, hediye tura katıldıktan sonra mı silcektiniz diyor. Sanki tur hediye ederseniz yorumumu silerim diye ben teklifte bulunmuşum. Özürleri kabahatlerinden büyük.)
24-29 Ekim GAP turuna katıldık. Öncelikle biz sendikanın düzenlemesiyle iki otobüs şeklinde gittik. Bizim otobüsün rehberi battal beydi.ilk gün gittiğimiz akşam yemeğinde ayakta kaldık. Sayıca fazla olmamız önemsenmeden ayarlanan yerde tam bir saat bekledik. Bu bir eksiydi. İlk üç gün battal bey kendini gezdirmeye gelmiş gibiydi. Kimseyi takip etmedi. Herkes toplanmadan Sessizce ortadan kayboldu sürekli. Daha sonra turu düzenleyenlere söylememiz üzerine battal beye ilettiler ve ondan sonra battal bey biraz kendine geldi. Kendine geldi ama tur bitti. İlk üç gün gezdiğimiz yerlerde hiçbirşey anlatmadı. En önden gidip gezdi ve çıktı. Kültürel yerleri sadece gezmek yetmez bilgi de gerekir. Son iki gün artık tur bitmesine yakın bilgi vermeye başladı.Diğer otobüsün rehberi fırat bey bile bizi ondan daha çok bilgilendirdi. Yönlendirdi. Son gün kaldığımız urfadaki otel ise kümes gibiydi. Valizlerimizle öyle zor sığdıkki. Birde diyarbakırda kaldığımız gün valizleri arabadan indirdikten sonra şarj aletimi otobüste unuttuğumu farketmem üzerine hemen geri döndüm. Araç daha hareket etmemişti. Şoföre kapıyı açmasını söylememle karşılaştığım terbiyesizlik bir oldu. Bana kullandığı cümle tam olarak şuydu: sorumsuzsunuz. Arkadan gelen araçlar benim anama bacıma sövüyorlar burada. Bu üslup karşısında şok oldum ve araçtan indim. Arkamdan yüksek sesle allah allaaah diye bağırdı. Zaten ehliyeti dün almış gibi otobüs kullandılar ani fren yapa yapa getirip götürdüler. Beğendiğim şey ise yemeklerdi bize her şehrin meşhur yemeğini tattırmaya çalıştılar. Bir çok yeri gezdik. Diyarbakır ve mardindeki oteller iyiydi. Oralarda bi sıkıntı yaşamadık. Sıra gecesinden de memnun kaldık. Ama eksileri daha fazlaydı malesef",1,2,2,2,1,1
"4-7 Aralık Gap turunda o kadar çok rezillik yaşadık ki neresinden başlasam bilemedim. Tur şirketi olarak anlaştığınız Mardin Yay Grand Otel, Bulut Royel Otel ve Sıra gecesi düzenlediğiniz Grand Armaniyi acilen değiştirmenizi öneririm. Bu turda ki 2. Otobüs olarak tek şansımız rehberimiz BATTAL bey kendisine 5 ⭐️⭐️⭐️⭐️⭐️ veriyorum. Battal bey gibi kibar, güler yüzlü, yaşadığımız tüm problemlerde iyi niyeti ile çözüm odaklı kimseyi kırmadan, üzmeden elinden geldiğince herkesi memnun etmeye yönelik tavırlarıyla bizlerin modunu yüksek tutmasından dolayı tebrik ediyorum ve emeklerinden ötürü kendisine çok teşekkür ediyorum. Evet insanlarla uğraşmak çok zor bir iş olabilir sevmiyorsanız bu işi yapmamalısınız. Aynı tur şirketinde bir rehber işinde bu kadar iyiyken 1. Aracın rehberi Mert beyide Sıra gecesini burnumuzdan getirip insanları ötekileştirmesinden karşısında bir bayan olduğunu unutup sert, saygısız ve kaba tavırlarından ötürü kınıyorum.",1,0,2,2,2,0
Gap turu için çok güzel hayallerle başvurumuzu yaptık. ankaragezitravelden iki otobüs kalktı ve biz bindiğimiz otobüste olduğumuza pişman olduk çünkü diğer grup hayatı bizden 1 saat önde yaşadı . Bizim grupta aynı mahalleden olan topluluk şoförü rehberden daha çok yönetti 8 saatlik yolda 6 kez sigara WC molası verdirdiler ve her molada yarım saat onları bekledik . Rehberi bu kadar sık ve uzun mola olmaz diye uyarmamıza rağmen durum aynen devam etti ve diğer gruplar Ankara’ya saat 7 de varmışken biz saat 10 da ancak vardık . Yemeklere gelince Türkiye’nin en güzel yemek yapan şehirlerinde pek de iyi yemekler yiyemedik . Kaldığımız oteller vasattı bir otel de programda yazan otelden farklı ve kötüydü . Rehber grubu istediği zamanda toparlayamadı ve gereksiz yerlerde gereksiz vakitler harcandı . Yani Tam bir hayal kırıklığı oldu eğer bu turu tercih edecekseniz özellikle muhtar ve mahallelinin olduğu otobüsten ve tecrübesiz rehberlerden uzak durun. Ankara gezi travel sayesinde bir saha bu turları tercih etmemeyi düşünüyoruz,1,2,2,2,2,2
