"Yorum","Yildiz"
"Yedigöller gezisi çok güzeldi. Özellikle hakkı beye fotoğraf ve ilgi alakasindan dolayı teşekkür ederiz. Lakin maalesef 42 AGH 395 PLAKALİ aracın ön kısmı güney kutubunu yaşarken arka kısmı kuzey kutbunu yaşıyordu. Sürekli öndekilere göre hareket edilip kaloriferler kapatıldı. Söyleyerek tartışarak zorla açtırdık. Öğlen yemek yediğimiz yerde servis çok kötü idi. Köfteler buz gibi sucuklarin zarları alinmamis ve buz gibiydi. Bir yıldız sadece hakkı bey için verildi. Yorumları okuyup okuyup otobüs gereğinden fazla ısıtılıp diğer insanlar ile tartışma konusu yaratan rehber gerçekten süreci çok kötü yönettiniz.","1"
"Sapanca ormanya hiç memnun kalmadım geceden bir başladı konuşup durdular elif ve eslemden hiç memnun kalmadık durdukları tesisler hiç temiz değildi şöför de tatile gelir gibi giyinmiş şöför dediğin gömlek uzun paltolon giyer tavsiye etmiyorum","1"
"Bir daha asla tercih etmeyeceğim bir firma şiddetle tavsiye etmiyorum kimseye. 3 tane otobus ile erciyes turuna çıktık bir otobüs arızalandı diye bizi de saatlerce boşu boşuna beklettiler üstelik diğer otobus gitmisiken. Kayak yapmaya gittik kıyafet bitti diye geri yolladılar bizi. Verdiğim paraya ve zamana yazık. Sakın siz de bu acentayi tercih etmek gibi bir hata yapmayın","1"
"Erciyes Kapadokya konaklamalı tura katıldım çok memnun kaldım her şey planlandığı gibi idi otel de güzel di yemek ve kahvaltı da güzeldi rehber imiz Emre bey Delil bey ve Nevzat beye çok teşekkür ediyorum aracımızda keyifli bir yolculuk geçirdik çok memnun kaldım 🧿","5"
"Gezilanya turla üçüncü kez yolculuk yaptım her zaman ki gibi çok memnun kaldım. Güler yüzlü ekip bizlere her gittiğimiz yerin tarihini anlatarak bizi bilgilendiriyorlar her sorumuza güler yüzle sabırla bize cevap veriyorlar. Gittiğimiz şehirlerdeki konaklama yerleri üst seviyede . Ben Konyada yaşamıyorum ama bir tur gezisi düşünüyorsam Konyaya Gezilanya turu tercih ediyorum son gezimiz Güney doğu turundanda çok memnun kaldım . Başta Hasan Çağatay bey ve Mücahit bey e ve emeği geçen herkese çok teşekkür ederim. İnşallah başka tur gezilerimizde görüşmek dileğiyle 🌹","5"
"8-12 eylül Karadeniz turuna katıldık ablamla benim için çok eğlenceli bir turdu. Rehberimiz olan Kağan Bey ve Çağatay Bey'e teşekkür ederim ikiside çok ilgili ve eglencelilerdi. Tur arkadaşlarımızda çok eğlenceliydi bol gülmeli zamanlar geçirdik. Sonraki geziye gideceklerini bilgilendirmek için ekstra bilgiler vereceğim şimdi Batuma geçince bir miktar para bozduruyoruz onun nedenide Batumda harcamalar için içecek,hediyelik eşya vb. için bu para miktarı her gidişte değişebilir nedeni kur farkından dolayı. Zaten Çağatay Bey bu konuda sizi bilgilendiriyor. Ekstra yayla gezisi Ayder yaylasında daha güzel oluyor bence. Sümele Manastırına çıkarken minibüse biniyorsunuz 70 tl bir ücreti var. İlk gidilen otelde 2 gün kalıyorsunuz etrafta ağaçlar ve bitkiler olduğu için odanızda sivri ve böcek girme ihtimali var. Yemeklerde standart. Bu gezide eğlenceli zamanlar geçirdim umarım bu yorumu okuyup geziye katılanlarda eğlenceli bir gezi deneyimi yaşarlar.","5"
"Gezilanya ekibine başta mücahit ve hakkı bey olmak üzere kaptanlar... emeği geçen herkese teşekkürler. Gitmeyi düşünenler için en içtenlikle tavsiye edeceğim bir tur. Otellerin seçiminden tut yemek ve rehberlikleri çok iyiydi.","5"
"otelimiz çok temizdi yataklarımız çok rahattı hiçbir eksiğimiz yoktu olduğundada anında yardımcı oluyorlar. 2 gün boyunca fazlasıyla gezebildik verilen sürelerde bize yetecek kadardı genel olarak memnun kaldık tekrar görüşmek dileğiyle 🫶🏻","5"
"Bu hafta Butik Ege turuna katıldım, daha öncede Türkiye’nin birçok yerine Gezilenya ile seyahat etmiş biri olarak gerçekten hiçbir turu kötü geçmemesi her zaman turdan memnun ayrılmamız ve tur ekibimizin her seferinde bu kadar iyi rehberlerle bize eşlik etmesi bakımından 10/10 bir firma.Rehberimiz Eslem Hanımın misafirlerine yaklaşımı ve yardımcı olma çabası güleryüzü eğlenceli şarkıları ve iyi niyeti sayesinde o kadar güzel geçti ki tur kendisine ayrıca çok teşekkür ediyorum .Diğer rehberimiz Aişenur Hanımın akıcı anlatımları rehberliği ise mükemmeldi. Kaptanımız Mustafa Beye de güvenilir şekilde bizi heryere ulaştırması her bagaj açma isteğimize gülümsemeyle karşılık vermesi ve hemen açması yönünden teşekkür ediyorum.Her birine ayrı ayrı teşekkür ediyorum. Başka turlarda tekrar sizinle görüşmek dileğiyle.

Öncelikle katıldığımız Doğu Karadeniz turunu herkese tavsiye ediyorum. O kadar güzel ve eğlenceli geçti ki firmanın diğer turlarına da katılacağım kesinlikle . Sonra rehberlerimiz Çağatay Beye - Delil Beye ve Muzaffer Beye çok teşekkür ediyorum. Tüm sorunlarımızla ilgilenip çözdüler. Tur rehberlikleri , ilgileri ve eğlenceli tavırları güleryüzleriyle sayelerinde çok güzel bir tur geçirdik . Ayrıca son derece güvenilir bir şekilde aracı kullanan Kudret Amcaya da teşekkürler. Kesinlikle bu firmayla tura gidin .","5"
"Gezimiz çok güzeldi, ekibin pozitif oluşu ve özellikle ilk gün eğitimde hocaların birebir ilgilenmesi kayak yaparken çok etkili oldu. Teşekkürler Gezilanya ⛷️🤙🏻","5"
"Hollanda’dan ilk defa Gezilanya ile Doğu Karadeniz turuna katıldım. Dolu dolu ve çok hızlı geçen keyifi bir tur oldu. Turun ilk gününden itibaren bizi samimiyetle ve güler yüzle karşılayan Eslem Hanım ve Delil Bey’e sonsuz teşekkür ederim. Daima misafirlerinin istekleri için koşturan herkesi memnun etmeye çalışan rehberlerimize ve kaptanlarımıza teşekkür ederim. Bütün haftamız güzel sohbetlerle ve eğlenceyle geçti. Başarılarınızın devamını diliyorum. Bir sonraki turada tekrar ayni ekiple çıkmayı diliyorum. Doğu Karadeniz turunu bu ekiple herkese tavsiye ederim.","5"
"Batum-Karadeniz turunda bizlere yardımcı olan, sabırla bizleri dinleyen Hakkı bey ve Mücahit beye, tabiki rahat ve konforlu yolculuk geçirmemizi sağlayan kaptanlarımız Ramazan bey ve Kudret beye çok ama çok teşekkür ederiz. Anne kız katıldığımız turda harika vakit geçirdik. Bundan sonra tek tercihimiz Gezilanya😍.","5"
"Öncelikle tur görevlisi Elif kardeşimizin güler yüzlü ve anlayışlı davranışı için çok teşekkür ederim, şoförler Ahmet ve yasin abinin kibar ve saygılı davranışları için ve bizleri sağ salim götürüp getirdikleri için, teşekkür ederiz. Tur rehberi Tahir Bey'in profosyonel bir şekilde anlatımları için teşekkür ederiz. Güzel bir Karadeniz turuna vesile oldukları için Ferhat bey ve Nurdoğan beyi de unutmayalım. çok teşekkür ederiz.","5"
"Malesef ilk kez katıldığımız Balkan turundan memnun kalmadım. Eğer bir Balkan turu düşünüyorsanız kesinlikle en ucuz olan firmayı tercih edin çünkü ekstra ödeme yapacağınız birçok şey olacak.herkes her yere götürüyor birçok firmayla kıyaslandığında en pahalısı ekstrası yok içerisinde yazan gezilen yerlerden ücret alındı bunun üzerine şöför ve rehber içinde ücret toplanıyor bahşiş adı altında üzüldüğüm nokta bunlar olurken birde otobüste su satılması keşke en azında bir suyu ikram edebilselerdi. Deniz hanım eşlik etti bize malesef sağlık sorunlarını dinlerken insanın gezme isteği kalmıyor biz oraya bir kez gideceğiz orası uzak orası tepe nerde türbe varsa orada sade bilmem neyin organları var kendisi bile yok diyerek tiye aldı. Turu yapan firma kendileri olmasına rağmen kendimizi enayi hissetmemize neden olan bir kaç cümleside burda zaten birşey yok , elimden gelse burada bile indirmem vs insanlar bir tura katılacak ama sayelerinde katılacağına pişman eden bir tur parayı alıncaya kadar ilgililer sonrası zaten ödeme mecburiyeti. Benim cüzdanım çalındı gidip şikayetçi olmadılar bile neymiş hep olurmuş yerel rehber ve kendi rehberleri olmasına rağmen bir tutanak tutulmadı sonuçta paradan ziyade kimliğim vardı bir olay işlense suçu üzerime atsalar savunacak bir tutanak yok tabi gerekli yerlere kendim dilekçe gönderdim Oyüzden malesef hüsrana uğratan bir firma.","1"
"Farmatur 17-21 Eylül güneydoğu turuna katıldık rehber Fatma Sena Orhan dı ukela egoist tavırları tur katılımcılarını beklemeden hızla hareket etmesi arkasına bile bakmadan yürüyüp gitmesi yürüyemeyen yaşlı misafirlere bizim yardımcı olmamız ve gittiğimiz gördüğümüz yerler hakkında yüzeysel geçiştirme bilgiler vermesi bizi çok rahatsız etti , özellikle Gaziantep’te 2 saatte hem çay kahve hem yemek hem tatlı hem alışveriş hemde gezi için bize zaman verdi asla bir şeyi yetiştiremedik yemek için ekstra bi 10 dk istedik 10 dk da 3 kez aradı terbiyesiz saygısız tavırları bizi rahatsız etti, Kaptanımız Mustafa beye ve yardımcı rehber aybüke hanıma teşekkür ederiz","1"
"Sonuna kadar okuyun… aylar önce karadeniz turuna katıldık. İn-bin şeklinde ilerliyor. Çoğu yaylaya akşam vardık, sabah gün doğarken indik etrafı görmeden. Kesinlikle ekstra ücret yok demişlerdi ama Turun bir kısmına ekstra ücret karşılığı bir şelaleye götürüp, kafilenin yarısını aşağıda bırakıp 3 saatte geleceklerini söyleyip 6 saatte geldiler. 1 günümüzü berbat ettiler. Ayder yaylasında 6 saat daha fazla vakit geçirecekken rehberi Ahmetin cebine prim girsin diye bekletildik. Restoran tercihleri çok kötü. Menü yedirmeye çalışıyorlar. En dramamatik olanı en sonda, dönüş yolunda şöförümüz sabah 8.00 den gece 02.00ye kadar araç kullandı. 2. şöför yoktu. Samsun-sinop-konya arası. araçta kalma süremiz 14 saatin üzerinde bir nevi canımızı tehlikeye attılar.","1"
"Annemle babam ege turuna katıldı. Onlar beceremediği için onlar adına yazıyorum. Otobüsler eski rezalet. Koltuklar arkaya yıkılıyor dimdik rahatsız bir yolculuk. Koltuk koyma yerleri yerinde durmuyor. Su servisi yalvar yakar. Çay kahve servisi yine yalvar yakar. Personel rehberler efsane kalite ve efendi çocuklar. Oteller temiz güzel. Akşam yemekleri tabildot usulü yine ok verilen paraya göre ok. Ancak patronların babamı arayıp yok teyit ettik öyle değilmiş hakkımızı helal etmiyoruz falan demesi patronların tığniyeti için düşündürücü. Merak etmetin Allah havale edilmeye gerek duyulan bir merci değil zaten görüyo :) hiç bir şeyi karşılıksız bırakmaz. Basit konular bunlar. İşimizi geliştirme olarak bakabilirsiniz konulara. Yerli firmalarımız büyüsün herkesin işi rast gelsin. Bu ufak sorunları düzeltebilirsiniz. Saygılarla","1"
"Farma tur ile çıktığımız Balkanlar turunda her şey çok güzeldi ta ki bahşiş adı altında ama zorunlu olarak toplanan 15 Euro’ya kadar Rehber olan Seher hanım gezimizin son günü hepimizden 15 Euro para istedi kimisi vermedi ama biz gönülsüz olarak verdik hiç hoş değildi hayatımda ilk defa böyle bir şeyle karşılaştım umarım farma tur ile bir dahaki seyahatinde böyle bir şeyle karşılaşmam eğer ki siz de gidecek olursanız böyle bir ücret ödemeyin tavsiyemdir","1"
"Valizimizin tekeri otelde biraktigimiz yerde kirilmiş sekilde teslim aldik hic kimse ilgilenmedi anca oyaladilar
Hakkimi helal etmiyorum","1"
"Memnun kalmadık, sadece ticaret amaçlı turun komisyon alması için uğradığı duraklar ve bu duraklara ulaşmak için sürekli yolda, rahatsız berbat otobüste geçirilen zaman...
Kimseye tavsiye etmeyeciğimiz, maddi kayıp olarak gördüğümüz bir geziydi, teşekkürler.","1"
"Hangi şikayetini yazacağımı bilmiyorum iyi tur şirketi diye iki katı para verip rezil olduğum bir geziyi 29 -7 temmuz italya turu 2 kere yanlış otele gittik ,rehber bize otobüste gideceğimiz yerin özelliklerini anlatıp işte burası size 2saat istediğiniz gibi gezip diyip bıraktı, 7 günlük turda detaylı sadece panpei i anlattı,(kulaklığı sadece burada kullandik) öğle yemekleri için ortalama 20 euro verdik ( başka yerlerde pizza 10 euro) kaldığımız otelde klima çalışmadığı için oda değişikliği istediğimde bana hoykurme diye hakaret etti yanında ki ne olduğu belli olmaya Deniz hanimla
Berbat bir 7 günle geri geldik aklınız varsa en ucuz şirketi tercih edin çünkü onlarla aynı yeri gezip aynı otelde kaldık","1"
"Benden sizlere tavsiye siz siz olun katılacağınız turun kaç kişi olduğunu , rehberin kim olduğunu , otobüsün ne olduğunu kesinlikle öğrenin.

Marmara turuna katıldım. Otobüs yarıya kadar dolu tam kapasite olmadığı için rehberide profesyonel bi rehber vermemişler ve otobüs o kadar seyahat ediyorsunuz zamanınızın bir çoğu neredeyse otobüste geçiyor kiralık eski bir otobüs malesef farma bana çok iyi bir tecrübe kazandırdı.","1"
"Herkese merhaba

2021 yılı Kurban Bayramı Fethiye programı ile tura katıldık.
Bayramın 1.günü konaklama otelimizde akşam yemeğinin kalmadığını ahçının hastanelik olduğu gibi bahane ile tarafımıza sundular ve farmatur rehberleri konu ile alakalı bir çözüm bile bulup telafi edemediler.
2.gün Dalyan ve İztuzu plajı turu nispeten daha kaliteli ve planlı idi.
3.gün tekne turu ve adalar gezintisi ile daha eğlenceli ve tercih edilebilirdi.
4.gün olan dönüş ve Kaş-Kalkan molaları yeterli ve güzeldi.

Farma Tur olarak

*Tur rehberi Bircan Bey çok uzun sürelerdir bu sektörde olmasını dile getirmesine rağmen şahsi olarak memnun kalmadım.
*Otobüs ve kaptan konusunda gerçekten Fatih Bey hem ilgili hemse tecrübeli olduğunu oldukça gösterdi.
*Bircan Bey'in yardımında Murat Bey daha ilgili ve sorun çözen birisiydi.
*Konaklama otelinizde oda ve yemek detayları gibi durumların telafisi için biraz baskın olmanız gerekiyor.Eğer tur zaten gibi düşüncede olursanız hiçbir olumsuzluk ile ilgilenilmiyor.Hakkınızı ve iaşelerinizin kalitesini sorgulayın.Yoksa fazla kabulleneceğiniz durumlar söz konusu.
*Dalyan ve tekne turu harici fethiye turunda verimli geçireceğiniz bir zaman yaşamayabilirsiniz.

Bu yorum şahsi detaylar içerir kalite ve tecrübe anlayışına göre değişiklik gösterebilir.
Olumsuz
Profesyonellik","1"
"Farma turla , turistik doğu ekspresi turuna katıldım , gerçekten çok güzel , rüya gibi geçti .Yıllardır hayalimdi . Yine Farmatur kalitesini gördüm , oteller temiz ve güzeldi , ulaşım , organizasyon çok mükemmeldi , saatlere uyma , …Diğer","5"
"İlk yurtdışı gezimizdi. Bizim için harika bir deneyim oldu. Farma Tur acentasına dolu dolu gezi için ve 11 aylık bebeğimize gösterilen ilgi alaka için turdaki herkese teşekkür ederim. Rehberimiz Sadık bey son derece ilgili, güler yüzlü ve …Diğer","5"
"10 günlük Singapur–Tayland turumuzda her şey çok düzenliydi. Rehberimiz ilgili, program akıcıydı. Baştan sona güven veren bir organizasyondu. Ulaşım, otel, planlama… Hepsi sorunsuzdu.Kalabalık bir grupla gitmemize rağmen hiç aksama …Diğer","5"
"Farma tur acentasıyla katıldığım sayısız turlardan biriydi Dubai turu…
Daha önce gerek yurtiçinde gerek yurt dışında bir çok tur seyahatine katıldım.
Ama bizi orada karşılayan tur rehberimiz Ali Gündoğan kadar bilgili ,sabırlı, …Diğer","5"
"Uzun zamandır Balkan turu yapma düşüncemiz vardı. Ne zaman ve nasıl gidelim diye kendi aramızda konuşuyorken Fatma tur dan Merve hanımı aradık. Bize tur detaylarını çok güzel anlattı fakat uygun oldugumuz tarihin doldugunu söyledi. İşimiz …Diğer","5"
"Vietnam–Kamboçya turu beklentimin çok üzerinde geçti. Baştan sona çok iyi planlanmış bir programdı. Rehberimiz son derece bilgili ve ilgiliydi, her konuda yardımcı oldular. Oteller, ulaşım ve geziler çok rahattı. Unutulmaz bir deneyim yaşadım. Böyle güzel bir tur sundukları için Farma tur ekibine teşekkür ederim.","5"
"Ara tatilde gerceklesen Guneydogu Anadolu turuna katıldık, başta rehberimiz Zeynep hanım , daha sonra turda gorevli Ayberk bey ve soforluk yapan İrfan bey ' e tesekkur ederiz, tur programi boyunca cok ilgili, guler yuzlu davrandilar . Cok guzel bir gezi oldu , herkese tesekkur ederiz","5"
"Balkanlar turuna ailecek katıldık ve çok memnun kaldık. Gezi boyunca bir sıkıntı yaşamadan iyi planlanmış bir seyahat yaşadık Deniz Hanım ve Recai Bey tam bir profesyonel işlerini severek ve hakkını vererek özveriyle yapıyorlar . Gezi …Diğer","5"
"Tatil planımızla ilgili sundukları alternatiflerle ihtiyaç ve isteklerinizin tam anlamıyla karşılandığı, tatilimiz süresince de ilgilerini eksik etmedikleri gibi daha fazla ne yapılabilir anlayışıyla tam bir profesyonel hizmet aldık. …Diğer","5"
"Benim için harika bir deneyim oldu. Farma Tur acentasına bizlere sunduğu planlı bir yol haritası için teşekkür ederim. Bütün Dubai'ye hakim, heryeri görmüş, keyifli bir vakit geçirerek evimize bugün döndük. Rehberimiz Sadık bey son derece …Diğer","5"
"Araç tur için uygun değil 2 gün otel odaları kirli verildi temizletmek için çok ugraştık 1 günde twin oda olması gerekirken double yatak verildi. Klimalar arızalı araçta serbest zaman turları çok kısaydı otelde akşam yemekleri çok zayıftı araçta 3 gün sonra su bitti alınacağı söylenmesine rağmen alınmadı rehberlik hizmeti vasattı","1"
"17.19 temmuz Olimpos adresan turuna katıldık otobüs dedikleri köy minik otobüsle gittik şikayet ettik ama hiç kimse oralı bile olmadı heryerimiz acıdı gidene kadar heryerimiz isletme su vermiyo parayla aliyosunuz market var dediler yok …Diğer","1"
"Katılmış olduğum 16-20 Haziran Marmaris Datça Dalyan turu için yazıyorum. Öncelikle dikkat ettiğim şuydu ki ödeme alınana kadarki üslupla ödeme alındıktan sonraki üslup çok farklıydı. Rehberleri o bölge hakkında geniş ve yeterli bilgi …Diğer","1"
"Şu an seyahat etmekteyim otobüsteyiz otobüslerde Tv falan yok host yok çay su içer misiniz diyen yok yani gelişmeleri yazıcam…","1"
"Eskişehir Social Tur firması ile 30 haziranda günübirlik Amasra turuna gittik. Daha önce oraya hiç gitmemiş bir rehber yollamışlardı rehber de orayı bilmiyordu. Rehber ilgiliydi o neç arkadaş üniversite öğrencisi birisiydi. Burda sıkıntı …Diğer","1"
"Eskişehir Social Tur firması ile 30 haziranda günübirlik Amasra turuna gittik Rehber ilgiliydi ancak kendisinin de ilk güzergahıydı. Burda sıkıntı olan orayı hiç bilmeyen bir ekibin bize rehberlik edişi. En kötüsü de şoför yolları …Diğer","1"
"Tura geldiğimizden beri rehberin ilgisizliği ve organizasyonun eksiklikleriyle kendi başımıza tatili organize etmeye çalışıyoruz kendileri ile görüştüğümüzde doğru düzgün bir cevap alamadığımız için buradan yorum yapmak istedim çünkü kurulan whatsapp grubundan sadece kendileri yöneticiler yazabiliyor","1"
"Social turla 19 Ekimde Çanakkale gezisi yapmıştık turdan ve hizmetlerden memnun kalmadım","1"
"·","1"
"17.19 temmuz Olimpos adresan turuna katıldık otobüs dedikleri köy minik otobüsle gittik şikayet ettik ama hiç kimse oralı bile olmadı heryerimiz acıdı gidene kadar heryerimiz isletme su vermiyo parayla aliyosunuz market var dediler yok normal marketlerdede 1lt su 70 TL kemere gidilecek dediler araba bozuldu dediler sonradan orendik yalan soyledi rehber gitmedik yat turu sulu adaya turu1250 dediler ama biz 750 tl gittik adalar turu dediler 1250 ama 800 tl mehtap turu 500 tl para toladilar 250 tl imis daha arabadan inmeden para topladı rehber hemen karar verin diyerek yemekler hic iyi degildi tesis guzeldi ama sabahlari falan ac kaldik yiyecek bisey bulamadik ac kalmamak icin yedik iste bir daha asla gitmem cevremdekilerede tavsiye etmem bukadarda olamaz","1"
"İstanbul Tarihi yarımada turuna katıldım araç full doluydu ve çok küçük araç ile Eskişehir İstanbul arası yol herkese çile gibiydi hem araç küçük hemde eski araçtı içeriye aşırı ses alıyordu en ufak çukurda bile araç sallanıyordu.istanbuldaki rehber disiplinli bir şekilde işini yaptı kendisine teşekkür ederim.","2"
"Eskişehir'de daha önce de başka şirketlerle turlara katıldım. Evet bayram şartları diğer zamanlara göre daha fazla sıkıntıları içinde barındıran bir zaman dilimi. Ama araca bakım yapmadan çıkmak ya da kontrol etmemek konusunda şirkette de …Diğer","2"
"Eskişehir'de daha önce de başka şirketlerle turlara katıldım. Evet bayram şartları diğer zamanlara göre daha fazla sıkıntıları içinde barındıran bir zaman dilimi. Ama araca bakım yapmadan çıkmak ya da kontrol etmemek konusunda şirkette de hata görürüm. Oturduğumuz koltuğun kalorifer peteği bozulduğu için sürekli ısınıyordu ve kardeşimin uyarısına şoförün inanmama tepkisi göstermesi ve daha sonra bizim haklı çıkmamız hiç yakışık almadı. Bunun haricinde kahvaltı yapılan yer Hereke'de güzel bir mekandı. Rehberimiz ise, şirketten kimse yanımızda olmamasına rağmen bizimle güzel ilgilendi iki ada da ama büyükada da kendi başımıza bırakıldık. Kendi kendimize gitmişiz gibi oldu. Bu biraz tuhaf bir durumdu.
(Yeni yorum ekleyemediğim için yorumumun altına eklemek istedim. Yaşadığımız aksaklıklar nedeniyle kurum sahibi olarak Samet beyin bizzat dönüş yapması bizim açımızdan büyük bir incelikti ve işlerine, misafirlerine ne kadar önem verdiklerini gösterdiler. Turun öncesinde ve sonrasında, olumlu/olumsuz eleştirileri kaldırabilecek, size olumlu dönüş yapacak insanlarla karşılaşmak zor. Bu anlamda gerçekten başarılısınız. Ve dilerim ki en kısa zamanda yeniden bir turda social ailesiyle buluşuruz.)","2"
"Eskişehir'de daha önce de başka şirketlerle turlara katıldım. Evet bayram şartları  zamanlara göre  sıkıntıları içinde barındıran bir zaman dilimi. Ama araca bakım yapmadan çıkmak ya da kontrol etmemek konusunda şirkette de hata görürüm. Oturduğumuz koltuğun kalorifer peteği bozulduğu için sürekli ısınıyordu ve kardeşimin uyarısına şoförün inanmama tepkisi göstermesi ve daha sonra bizim haklı çıkmamız hiç yakışık almadı. Bunun haricinde kahvaltı yapılan yer Hereke'de güzel bir mekandı. Rehberimiz ise, şirketten kimse yanımızda olmamasına rağmen bizimle güzel ilgilendi iki ada da ama büyükada da kendi başımıza bırakıldık. Kendi kendimize gitmişiz gibi oldu. Bu biraz tuhaf bir durumdu. (Yeni yorum ekleyemediğim için yorumumun altına eklemek istedim. Yaşadığımız aksaklıklar nedeniyle kurum sahibi olarak Samet beyin bizzat dönüş yapması bizim açımızdan büyük bir incelikti ve işlerine, misafirlerine ne kadar önem verdiklerini gösterdiler. Turun öncesinde ve sonrasında, olumlu/olumsuz eleştirileri kaldırabilecek, size olumlu dönüş yapacak insanlarla karşılaşmak zor. Bu anlamda gerçekten başarılısınız. Ve dilerim ki en kısa zamanda yeniden bir turda social ailesiyle buluşuruz.)","2"
"Social Tur ile ilk defa tatile gittim ve o kadar memnun kaldım ki memnuniyetimi nasil
dile getirsem bilmiyorum. Yurt dışında (sharm el sheikh) olmamiza ragmen herseyimizle ilgilendiler. Özellikle tur rehberleri o kadar ilgili bilgili sempatik ve misafirperverdiler ki anlatamam. Ayrica öyle guzel bir tatil plani yapmışlar ki safari , mangalli animasyonlu dansözlü bedevi çadırında Türk gecesi, tüplü dalış ve tekne turu, Kahire piramitler ve müzeler turu, sehir turu vb ile dolu dolu bir 5 gün gecirdik. Ve doyamadık. Bundan sonra ki her tatil planımı Social Tur ' la yapmaya karar verdim. Çünkü kafam rahattı. Siz de gozunuz arkada kalsın istemiyorsaniz gidin deneyin eminim benimle hemfikir olacaksınız. İyi tatiller...","5"
"İlk tur gezimize rağmen anladık ki SOCİAL TUR ile son olmayacak!...Unutulmaz bir Kapadokya gezi turu geçirmemize katkıda bulunan öncelikle '' SOCİAL TUR '' ekibine, kaptanlarımıza ve en önemlisi Tur rehberimiz Selim Can AVŞAR beye çok teşekkür ederiz.","5"
"sevgilimle birlikte social turun 14 Şubat Kapadokya&Ihlara Vadisi seyahatine katıldık ve yoğun hayatımıza verdiğimiz minik molaya aşırı değdi. Geziyle ilgili 2 noktada çok şanslı hissettim 1.si 44 kişilik yolculuk ekibinin 22 çiftten oluşması ve hepsinin çok tatlı insanlar olması, çünkü kendimi gerçekten ailemle geziyormuş gibi rahat ve güvende hissettim, 2.si ekibin rehberinin Selim Can Avşar olması. Kral kendi seyahate çıkmış da ilk defa görecekmiş gibi özenli ve dolu dolu geçmesini sağladı ve en ufacık sorunumuzda bile saniyeler içinde çözüm buldu. Bundan sonra bize görevli olacağı turları söylesin biz de katılalım öyle güven verdi sağ olsun. Kaldığımız otel de süperdi resmen sıfır pürüzlü bi 2 gün geçirdik bundan sonra social turcuyuz bi sonraki seyehatimiz için şimdiden çok heyecanlıyım🥳🤍","5"
"Rehberimiz Beyza hanım Emirhan beyden ve kaptanım ilgisinden samimiyetlerinden ötürü çok teşekkür ederim. 12 kasımda batı Karadeniz turu hem çok güzel yerleri görme fırsatı bulduk kaldığımı otelde çalışanlar çok iyiydi temiz bir oteldi. Social turun güvenilirliği turdan önceki rezervasyon kağıdı ve öncesinden dakika dakika tur planının belli olmasından anlaşılıyor tavsiye ediyorum","5"
"14 Şubat Sevgililer Günü için Kapadokya gezisine katıldık çok güzel bir gezi oldu, daha önce turlarla başka yerlere de gitmiştik, yorgunluk can sıkıntısı bir arada felaket bir şekilde evimize dönüyorduk, otobüs yolculuğunda Çok yoruluyordum önceleri, Fakat bu turda şoförümüz Kazım abi sağ olsun Bizleri Hiç yormadan sağlıklı bir şekilde gezimize tamamlayıp evimize dönmemizi sağladı, Kendisi hakikaten usta şöför,Rehberimiz Selim Bey içinde yazılacak çok şey var, böyle bir rehber ömrümde görmedim, ilgili alakalı her sorumuza cevap veriyor, kendi isteklerine değil de bizim isteklerimize göre planlamayı yaptı çoğu zaman, koştur koştur bir Tur Olmadı, kendisinin güzel bilgilerinden faydalandık, çok teşekkür ediyoruz kendilerine. Onların olduğu her Tura katılmayı düşünüyoruz bundan sonra🙏🙏","5"
"14-15 Şubat 2 günlük Kapadokya gezisi olarak tercih ettik rehberimiz Selim bey kaptanımız Kazım bey sağ olsunlar her konuda yardımcı oldular muhteşemdi güzel vakit geçirdik kesinlikle herkese tavsiye ederim herşey için teşekkürler 🙏","5"
"8-9 Kasım Kapadokya turumuz, rehberimiz Ulaş Özden ve şoförümüz Salim Bey sayesinde unutulmaz bir deneyime dönüştü. Rehberimiz hem bilgisi hem de ilgisiyle tüm gruba güven verdi. Karşılaştığımız her küçük problem kısa sürede çözüldü, bu da kendimizi çok rahat ve güvende hissetmemizi sağladı. Doğa harikası Kapadokya'yı bu kadar keyifli gezmek onların emeği sayesinde oldu. Her şey için çok teşekkürler!","5"
