Yorum,Yildiz,Ulasim,Rehber,Organizasyon,Otel,Yemek
"10-17 Ağustos 2025 Azerbaycan - Gürcistan turumuzda, rehberimiz Sevgi Mine Tarakçı dışında rehberlik açısından maalesef şanssız bir deneyim yaşadık. Konakladığımız oteller turun en olumlu yönlerinden biriydi. Ancak yapılan etkinlikler, ziyaret edilen bölgelerdeki zamanlama ve seçilen mekânlar da dahil olmak üzere, özellikle tur güzergâhlarının ve rehberlik hizmetlerinin geliştirilmesi gerektiğini düşünüyorum. Bununla birlikte, şoförlerimiz Şehriyar ve Köksal Bey’in görevlerini büyük bir özveriyle yerine getirdiklerini de özellikle vurgulamak isterim.",3,0,0,0,0,0
28-31 Mart Bakü turunu satın aldım. Temsilcim Nuray hanımdı. Kendisine ilgisinden dolayı teşekkür ediyorum gel gelelim tura. çok parça parça idik ankaradan Trabzon’dan ve İstanbul’dan katılım oldu herkesin uçak saatleri farklı olduğundan inişler de farklıydı toplu olup rehberin de bizimle beraber uçakta olmasını isterdim. 4 kişi Bakü’ye indik İstanbul’dan. Herhangi bir karşılayan görmedim yanı yakıla aradım 3 kişinin söylemesine göre küçücük telefona seyir diye yazmış karşılamaya çalışıyormuş neyse buldum bir şekilde karşılayan rehber diye düşündük ama şoförmüş. İlk gün tur programında şehir merkezine gidilip döviz işlemleri yapılacak yazıyordu tur boyunca programa hiç bir şekilde uymadık. 2. Günün ortasında döviz işlemi yapıldı karttan çekmek zorunda kaldık bazı müze girişlerini. Yine ilk gün programda 12 de otel çıkışı deniliyordu fakat 10 da çıktık keşke 1 saat önden gruptan şu saatte çıkacağız denseydi ona göre insanlar da hazırlanırdı bu yüzden birkaç kişi gec kaldı Atesgaha gittiğimizde bir iletişimsizlik oldu rehber kombo bilet aldırdı fakat yanardağ denilen yere gitmedik programda yok denilerek gitmek isteyene de ayrı bir ücret istendi kombo alınan biletlerimiz yandı ve ücret iadesi olmadı. sürekli tur boyunca bir iletişimsizlik hakimdi. Rehberimiz altun bey idi kendisi insani olarak çok iyi bir insan bir şekilde telafi etmeye günü kurtarmaya çalıştı fakat biz insanlık için gitmedik sonuç itibariyle. bu yönden de rehberliğiyle ilgileniyoruz. Biraz baskın olabilirdi programda olan yerlerden Qubistan gibi yere gidilmedi birkaç kişi balçık görüp ne yapacağız dedi fakat sonuç itibariyle tur içerisinde olan bir şey gidilmeliydi diye düşünüyorum. Dönüşte parça parça olduğundan en son uçak saati 20:30 civarıydı en son kalanlar şehir merkezine bırakıldı gezmek için bunun da haksızlık olduğunu düşünüyorum daha çok gezmek için vakitleri oldu. Genel olarak iyiydi tur fakat bazı saçmalıklar sıraladığım gibi oldu. Bir daha düşünür müyüm seyir turu zannetmiyorum teşekkürler.,3,0,1,1,0,0
22-25 Ağustos Batum Tiflis turuna katıldık. İki küçük çocukla bu turu göze alan bizim için koltuk düzeni olarak çocuğun birini ve eşimi tek koltuğa vermeleri bizi zorladı. Yerler belirlendiği için de değişim yapılamadı maalesef . Ayrıca Samsun acentasıyla iletişim kurmak çok zor telefonlara bakmıyorlar ancak Trabzonu arayarak sorununuzu anlatabiliyorsunuz. Rehberimiz Ergün beyin pozitifliği otobüste herkesle iletişim halinde olması turun eğlenceli geçmesini sağladı. Teşekkür ederiz samimiyeti ve ilgisine .,3,1,1,2,0,0
"Rehberimiz Gürşah hanım harikaydı,her şeyimizle ilgiliydi güleryüzlü ve rehberliği çok profesyoneldi. Ancak seyir travel için aynı şekilde yorum yapamayacağım. Araç konforu ve Türkiye sınırları içerisinde ki kaptan şoförlerimizin ciddiyetsizliği ve lakaytlığından hoşlanmadım bu nedenle üç yıldız veriyorum",3,0,1,0,0,0
Ege turuna katıldım.En büyük sıkıntımız klimaydı hava çok sıcaktı ve klimalar arıza yaptı…İlk gün kahvaltı için saat 09.00 denildi oturduğumuzda 12 ye geliyordu Otelin kahvaltısı güzel odaları temiz ama akşam yemeği çok fenaydı Ergün beyin ilgisi güzeldi eksiklikleri güler yüzle kapatmaya çalıştı 🙈 ama fiyatıyla orantılı bir turdu,3,0,0,1,1,1
Eşimi zor ikna edip tura getirdim özel aracımızla gelecektik tura daha önce ben katıldığım için zevkli geçeceğini söyledim bize saat 23.mart 07.00 da varacağımızı söyleyip 12.30 da vardık araçta arıza veya farklı bir durum olsa onada eyvallah ama aksi bir durum olmadım bayram dönüşü işler yoğun işe gidemedik sıkıntıya girdik verdiği saat kesinlikle birebir uymuyor 1/2 saat geç kalınsa hiç problem değil başımızda derya hanım olmasa çekilecek bir tur değildi rehber yeni sesi çıkmıyor anlatımı sıfır ondanda hiç memnun kalmadık iyi ki derya hanımı tanımışız bi memnun olduğumuz mardindeki otel ve gördüğümüz yerler oldu urfadaki otel ayrı bi rezalletti kimseye bu turu asla tavsiye etmiyorum helede derya hanım yoksa hiç tavsiye etmem araştırın yada kendi aracınızla gidin.,3,0,2,2,2,0
·,3,0,0,0,0,0
"16/19 MAYIS Batum Tiflis turuna İstanbul 2 kişi olarak o tarihte 5. Araç ile katıldık ,Birden fazla ülkeyi görmüş biri olarak ilkkez Seyir travel ile gideceğimden endişeliydim deneyimlemek istedim biletin son dakika kesilip BATUM Rehberi SEFA bey herşeyi sabirla yönetip herkese yardımcı oldu ARAÇ sorumlusu KÖKSAL bey ise zaman yönetimini iyi yapması sebebiyle asla sınırda bekletmedi dönüşte sayesinde Rize ve Trabzon’da mola verdik . Fakat 6 saatlik mesafe için Araçlar çok kötüydü bence şöföre de eziyet , anlaştıkları ilk kahvaltı durağı hiç iyi değildi elaman yetersizliği vardı . eger şoförümüz ve rehberimiz iyi olmasaydı idare asla etmezdik . Tiflis rehberi aşırı hızlı ve beklemedi , Oteller merkeze çok uzaktı . İstanbul acentesindeki Fatma hanıma da satış sonrası her an desteği için teşekkür ederim.",3,1,1,2,0,2
"Merhabalar seyir travel, 29 mayıs-1 Haziran Batum-Tiflis turuna katıldık. Çok keyifli, eğlenceli ve yorucu üç gün geçirdik. Rehberimiz Emre bey başta olmak üzere otobüsü kullanan şoförümüz Erkan beye sizin aracılığınız ile teşekkür etmek istiyorum.
Emre beyin, güler yüzü,her türlü işimize yetişmesi,sorularımıza tek tek cevap vermesi ve grubun her biri ile ayrı ayrı ilgilenmesi ve ekip ruhu içinde hareket etmemiz konusundaki başarısı için teşekkür ederim. Şöförümüz Erkan beyin, uzun yolculuğumuz boyunca güvenli araç kullanımı ve dikkati, tur programına olan desteği ve her yere zamanında ulaşmamız konusundaki hassasiyeti içinde teşekkür ederim.
Seyir travel, iyi bir ekip ile çalıştığınız için, konaklama için kalınan otel içinde sizlere teşekkür ederim. Sizinle tekrardan yeni rotalar çizmek dileğiyle... Teşekkürler",4,1,1,1,1,0
11 kasim tarihli gap turuna ailecek katıldık.gezilecek yerlerin yoğunluğu dışında genel olarak güzel geçti.seyir travele tskler.shimall otel lux ve güzel ancak- yemek kısıtlamalari- olayı hoşuma gitmedi.acik büfe olmalıydı. Acente temsilcisi Nihan hanıma ayrıca tşk ederiz. Her konu ile ılgili yardımcı olmaya çalıştı. Rehber Süleyman beye de samimiyeti ve özverili anlatımları icin tşk ederiz.,4,0,1,1,1,1
"Rehber Uğurcan Demirci (ona ayrıca teşekkür ederiz) eşliğinde Batum-Tiflis turuna katıldık eşimle. Batum’un sokakları pisti Batum’dan ziyade Tiflis’i çok beğendik biz. Avrupa havası var, tarihi yerleri vs. Çok güzeldi ancak Gürcü gecesine gittiğimize pişman olduk değmez. Siz dışardan hoşunuza giden bir mekanda ayrı yiyin yemeğinizi. Ibis otelde kaldık otel çok güzel ve temiz. Şemsiye alabilirsiniz her an yağmur yağabiliyor. Çok lari almayın (bulursanız Türkiye’den alın) elinizde kalıyor ve pahalıya satıp ucuza alınıyor. Bize iki kişi 300 lari rahat yetti. Yiyecek ikramları yoktu içecek veriliyor otobüste. 2+1 koltuk olmasını isterdik uzun yolda rahat edilmiyor. Araçtaki Wi-Fi de sorunlar oldu bazen. Yanınıza yiyecek su falan alın orda her şey pahalı. Bir puanı bu sebeplerden kırdım. (Fotoğraflar Tiflis’e ait)",4,1,1,1,1,2
Yılbaşı için 2 günlük Batum turuna katıldık. Rehberimiz Duygu hanıma ve şoförümüze çok teşekkür ediyoruz. İkisi de çok ilgiliydi. Ama organizasyon sıfır. Sanırım yoğunluktan araçta yardımcı personel yoktu. Ne bi çay ne bi su verildi tüm yol. Araçta biraz eskiydi koltuklar küçüktü gıcır gıcır etti. Otobüstekiler iki farklı otelde kaldı. 5 yıldızlı olanlar merkezi bi yerdeydi ama 4 yıldızı seçenler şehir merkezine uzaktı maalesef zorlandık. Sabah akşam servis vardı ama gün içinde dinlenmek mola vermek için uğrayamadık. Sabah 7 de uyandığımda otelde su kesilmişti bildirdik fln 10 gibi geldi. Kahvaltı kimseye yetmedi personel çok azdı. Bu aksiliklerin yoğunluktan olduğu söylendi ama yine de rahatsız ediciydi. Herşeye rağmen yine de tur rehberimiz sayesinde eğlendim teşekkürler,4,1,1,1,0,2
"Aracın çok eski olması haricinde herşey çok güzeldi.Özenle programlanmış bir tur.Duygu hanımın donanımlı naif ve şeffaf kişiliğiyle oluşan aile ortamında gezdik eğlendik ve öğrendik.
Küçük bir öneri;
Yemek molalarında verilen sürenin gürcü restaurantlarda ki servisin çok geç olduğu dikkate alınarak planlanması çok daha rahatlatıcı olacaktır",4,2,0,1,0,1
"Batum ve Tiflis turuna katıldık, dolu dolu bir tur oldu öncelikle uzuunca süre otobüsü kullanan şöförlerimize ve kendileri güzel kalpleri güzel rehberlerimiz Nazlı ve Duygu’ya çok teşekkür ederim. Başka bir ülkede 40-50 kişilik grubu bu kadar organize ve nazik bir şekilde idare etmek tecrübe ister. Tur hem dolu dolu hem de diğer tur şirketleri gibi sizi kendi anlaştıkları yerlere gitmek için zorlamıyorlar serbest zaman vererek dileyen dilediği yerde yiyip içiyor zaman geçiriyor. Aşağı yukarı 80 saatlik bir tur yol uzun ve farklı lokasyonda transferleriniz tur otobüsü ile yapılıyor yani aşağı yukarı 20 saatiniz otobüsle ve ufak bir klima sorunu yaşadık gürcistan yaz aylarının hakkını veriyor. Oda nazarlık olsun, ben çok keyif aldım sizlere de tavsiye ederim.",4,1,1,1,1,0
"Batum Tiflis turuna katıldım, yolculuk oldukça uzun sürdüğü için daha konforlu bir araçla gitmeyi tercih ederdim, otobüs eskiydi, ancak rehberimiz Gürşah Hanımla oldukça keyifli bir tur geçirdik, güler yüzü ve profesyonelliği için teşekkür ederiz, tekrardan tercih edebileceğim ve önereceğim bir tur firması oldunuz",4,1,1,1,0,0
"Gürcü gecesinde ki yemekler harikaydı, salonun dans sahnesi küçüktü ve kafkas dansçılarını görmek için ayağa kalkmamız gerekti ayrıca Kafkas dansçılarından çok yerel halkın dansını izliyorsunuz. Onun haricinde rehberimiz Duygu hanım çok …Diğer",4,0,1,0,0,1
14/10/2025 3 Gece 4 gün Gap turuna seyir travel ile katıldık.Bu tur her açıdan çok güzel geçti.Gezi de bastan sona bize her konuda yardımcı olan başta Gökçe hanım tur rehberimiz Erhan bey kaptanlarımız Erkan bey ve Ali beye çok teşekkür ederiz.Bundan sonraki turlarda buluşmak dileğiyle.,4,1,1,1,0,0
15_18 tarihleri arası Batum Tiflis turu bazı olumsuzluklara rağmen çok güzel geçti. Olumsuzluklar; havanın çok sıcak olması ve kısa sürede çok yer görme çabası gibi. …Diğer,4,0,0,1,0,0
"İlk defa katıldığım bir tur firmasıydı. 3 kız arkadaş olarak Tiflis Noel pazarı turuna katıldık ve aşırı derecede keyif aldık,eğlendik. Ulaşım araçlarımızdan konakladığımız otele,temizlikten yemek lezzetlerine serbest zamanlarda önerdikleri oturduğumuz mekanlara kadar her şeyden çooook keyif aldık.
Rehberimiz Duygu hanım’a ve kaptanımız Erkan bey’e teşekkür etmek için ayrı bir sayfa oluştursam yeridir. Çok naif ve çok tatlılardı. Gittiğimiz yerleri en ince detayına kadar bilgilendirdiği için sanki oranın yerlisi gibi gezip tanıma imkanına sahip olduk. Emeğiniz için çok çok teşekkür ederiz bir başka turda denk gelmek dileğiyle… sizi çok sevdim. 🤍✨",5,1,1,1,1,1
5ile 8 Subat 2026 turuna katıldım tahmınlerimin çok çok üstünde otel çok iyidi kahvaltısı gerçekten iyi rehberimiz Duygu hanım harikaydı süper anlatım ve bilgiler verdi. Güler yüz kaptanlar gerçekten turizm için özelikle seçilmişler gibi harikaydılar. gerçekten çok mutlu olduk çok eğlendik güzel iyii dostlar edindik güüzel hatıralar biriktirdik teşekurler emeği gecen herkese.,5,1,1,1,1,1
Duygu Hanım gerçekten biz misafirleri batum seyahatimizde oldukça güler yüzlü karşıladı kendisi oldukça tecrübeli ve samimiydi. Seyir travel ile bu yolculuğumuz sorunsuz şekilde bitti. Tekrar sizlerle başka tura katılmak gerçekten keyif verici olacağından şüphe duymuyoruz. Çok teşekkür ederiz. Kimse aklında soru işareti olmadan katılabilir,5,0,0,1,0,0
"Seyir Tur’un 27-30 Kasım Batum-Tiflis turu çok güzel geçti.
Rehberlerimiz Nihan Hanım ve Derya Hanım sabırlı, ilgili, güler yüzlü ve profesyoneldi.
Kaptanımız Erkan Bey güvenli sürüşünün yanı sıra hoş sohbeti, esprileri ve saygı-sevgisiyle hepimizi çok mutlu etti.
Yol boyunca tanıştığımız herkes o kadar nazik, saygılı ve sevgi doluydu ki, sanki yıllardır tanıdığımız insanlarla birlikteymişiz gibi sohbet ettik, güldük, ikramlaştık… Daha ilk günden “yolcu” olmaktan çıkıp dost olduk ve dostane bir şekilde yolculuğumuz devam etti.
Annemle eve dönerken kalbimiz dopdolu, yüzümüz gülücüklerle döndük. Ömür boyu unutamayacağımız sıcacık anılar bırakan bu harika ekibe ve yeni kazandığımız tüm yol arkadaşlarımıza yürekten teşekkür ediyoruz! ❤️",5,0,1,1,0,0
Seyir travel ile ilk kez tura katıldım. (Batum Tiflis)Beklentimin çok çok üstündeydi. Rehberimiz duygu hanım çok ilgili güleryüzlüydü ve bizleride hep pozitif tuttu. Otelimiz gayet temiz ve merkezi konumdaydı. Zamanları çok iyi kullandık. Gönül rahatlıgı ile Seyirtraveli tercih edebilirsiniz.,5,0,1,1,1,0
"Çok güzel bir geziydi . Hızlı ama dolu dolu bir tatil keyfi yaşadık. Tüm ekibe ve özellikle Duygu Hanım' a güler yüzü ,ilgisi için çok teşekkür ederiz 🤍",5,0,0,1,0,0
3 gece 4 gün olarak geçirmiş olduğumuz GAP turu her günüyle dolu dolu ve harikaydı. Gerek rehberlerimiz gerek şoförümüz son derece güler yüzlü çözüm odaklı ve sevecen insanlardı. Seçilmiş olan oteller bizler için sunulan hizmetler verdiğimiz parayı sonuna kadar hak ediyor. Seyir traveli kesinlikle tavsiye ederim.,5,0,1,1,0,0
"28 ocak 1 Şubat Gürcistan Tiflis turuna katıldık, yolculuğumuz guzel geçti,otel iyiydi,otobüste sürekli su vardı,ikramlar boldu,rehberimiz Duygu hanım işini severek yapıyor,kendisine teşekkür ederim,herşey çok güzeldi",5,1,1,1,1,0
"Daha önce de Seyir Travel ile seyahatlerimiz oldu. Bu defa Kasım ara tatili için GAP turunda beraberdik. Nihan Hanım'ın ilgisi ve yardımseverliği çok iyiydi. Elinden gelenin en iyisini yapmaya çalıştı, grubun isteklerine önem verdi. Yolculuğumuz da iyi geçti. Mekanlar çok kalabalık olmasına rağmen programda yazan her şeyi yapabildik. Çok teşekkür ederiz...",5,0,0,1,0,0
28 Ekim- 1 kasım arası gap turuna eşimle beraber katıldık daha önce de konaklamalı turlara katıldığımız için beklentimiz çok yüksek değildi fakat beklentimiz çok üstünde bir tur oldu konakladığımız 3 otel de güzel temiz yemekler çeşitli ve lezzetli çalışanları saygılıydı yolculuk yaptığımız otobüs yeni ve konforluydu yaklaşık 4bin km yol yaptık şöferler bize bir kez bile sorun yaşatmadı her istediğimizde bagajı açtı sorunsuz bir yolculuk için uğraştılar yemek icin seçilen restoranlar lezetli ve temizdi tur sorumlumuz gökçe hanım gayet nazik bilgili ve enerjikti her sorunumuzu sabırla dinleyip bizim için elinden geleni yaptı katıldığım turlar arasında en iyi sorumlu olabilir olumsuz olarak söyleyebileceğim ise halafati tekne turunun zamanının ayarlanamayıp karanlığa kalması ve bizim tekne turundan birsey anlayamamiz olması onun dışında beklentimin cok üzerindeydi ilerleyen turlarda seyir travella yapacağım turlar için bize referans oldu diyebilirim...,5,1,0,1,1,1
2-6 Ekim 2025 tarihleri arasında 10 kişilik grup olarak gap turuna katıldık.Malesef çok sıkıntılı bir tur programıyla karşılaştık. Öncelikle aracın klima sistemi arızalı olduğu için araçta ısı yönünden sıkıntı çektik otobüste eskiydi. Ayrıca gidiş yolunda şoför sebebiyle kaza tehlikesi atlattık. Tur programı çok sıkışık olduğu için gezilecek yerlerde yeteri kadar kalmadık ve işin ehli olan bir tur rehberi yoktu. Ayrıca tur sorumlusu Gül Hanım da otobüste yaşadığımız sıkıntılarla çok ilgilenmedi. Namaz konusunda da herhangi bir hassasiyet yoktu. Namazlarımızı kılabilmek için çok acele etmemiz gerekti. Grubumuzda bir arkadaşın tavsiyesiyle mf tur programına katıldık. Ama o da dahil hiçbirimiz programdan ve alakadan memnun olmadık.,1,2,2,2,2,0
"02.10.2025 -06.10.2025 tarihlerinde Gap turu sebebiyle MF tur ile yapmakta olduğum yolculuktan hiç memnun kalmadım eski bir araçla bu yola çıkıldı ,yola başladığımız ilk saatte kaza tehlikesi atlattık ondan korktuğumuzdan dolayı emniyet kemeri takmak istedik ama kemeri olmayan koltuklar var
Otobüste 10 kişilik grubuz ve biz en arkadayız ısıtma çalışmıyormuş gece boyu çok üşüdük şuanda da motor üzerinde olduğumuz için aşırı sıcakta gidiyoruz görevlilerden yardımcı olmasını, adaletli olması için ön sıralara bizi almasını istedik ama öyle bişey yapamayacağını söyledi. Bu turdan hiç memnun kalmadım , hiç kimseye önermiyorum.Bir daha asla.",1,2,0,2,0,0
"Yazın tatil yapamadık, bari üç günlüğüne kuzey Ege turu yapalım kardeşlerimle dedik baştan sona her zerresi zehir oldu bize.
Defalarca turla gezen birisi olarak mf turizm Kuzey Ege turunun her aşamasına şaşırmaktan yoruldum, kenara geçip turun bitmesini bekledim. Kötü bir deneyim oldu bizim için.",1,0,0,2,0,0
"Mf turla 29/30 Ağustos Karadeniz turuna katıldık ılk defa yarım orobusle yapılan tür gördüm oda bana denk geldi araç içi koltuk araları çok dar rahatsiz ediciydi yolculuk çok kötüydü ama tür rehberinin ve acente yetkilisi emir in ilgi alakası çok iyiydi hele tur rehberinin anlatımları verdiği bilgiler taktire şayandı gerçekten çok iyiydi...gece camlihemsinde kaldığımız bahri otel,burası için ne söylesem az,hijyen sıfır hele odalari nasıl anlatsam bilemedim inanılmaz derecede kötüydü mf turzim firmasına ciddi anlamda puan kaybettirecek müşteri kaybina yol acacak bir otel....tüm bu olumsuzlarin dışında gezilen görülen yerler çok güzeldi",1,2,2,1,2,0
"Bizden memnun kalıp kalmadığımızı mesaj olarak gruba iletmenizi isteyen ve oteli eleştirmeme rağmen mesajımı silen Gül hanım molada yanıma gelip ""Burada 34 kişi de memnun ise ve sadece siz memnun değilseniz burada sorun sizsiniz."" dedi ve otelin hizmetini kimse beğenmedi. Zaten yolda giderken otelin bir tanıdığına ait olduğunu da söylemişti. Ben zaten Gül Hanım'ın rehberliği hakkında hiçbir olumsuz şey söylemedim lakin kendisi üstüne alındı ve bana bu şekilde şeyler söyledi. Bunu söylerken ki tavrı kötüydü. Grupta sadece oteli eleştirdim, bir de Gül Hanım'ı eleştirmiş olsaydım neler olacaktı merak ediyorum🥱",1,0,2,2,1,0
"18-20 Temmuz tarihlerinde Batı Karadeniz turuna katıldık.Turun kendi araçlarının olmadığını ve araç kiralayarak hizmet verdiğini öğrendik.Araçlar da çok eskiydi,çoğu fonksiyonu bozuktu.Onun dışında araç içi sadece bir kez ikram yapıldı.Otel tercihleri çok kötüydü,açık büfe yoktu belirli bir yemeğe herkesi mecbur bıraktılar,belli bir porsiyondu çok yetersizdi.(et yemeyen olabilir vs).Otel hijyen açısından çok kötü durumdaydı(ölü böcekler,saçlar,minibarın pisliği).Ekstralar için ücretin tura gitmeden alınması bence çok saçmaydı.Yemekler konusunda seçili yerlere mecbur bırakılması ve o seçili yerlerin de tek bir çeşide sahip olması çok kötü oldu.Daha çok şey var ama aklıma gelenler bunlar.Daha tercih etmeyeceğime eminim.
+rehber olmayan,bize niye eşlik ettiğini bilmediğimiz kişilerin turda bulunmasını anlayamadık.
Size detaylı tur planını pdf şeklinde iletip kalınacak oteli söylemeyen tur firmalarından uzak durunuz..",1,2,2,2,2,2
Böyle bir tur firması olamaz olmamalı. Hem tüketici hakem heyetine hem TURSAB’a şikayet ediyorum. Buradaki sipariş yorumlara aldanmayın benim gibi.,1,0,0,2,0,0
Katıldığımız Doğu Anadolu turunda görevli personel Pınar hanımın üslubu çok çirkindi. İnsanların sanki ilk kez tura katıldıklarını düşünüyorlar sanırım. Ekstra adı altında normal fiyatın çok üstünde fiyat isteniyor.Durumun yanlışlığını anlatmak telefon görüşmesi yaptığım tur işletme sahibi Fatma hanımın üslubu ise çok daha çirkindi.Sanki ekstreler zorunlu gibi davranıldı. Ben ve arkadaşlarım artık bu firmayı kesinlikle tercih etmeyeceğiz.Unutmamak gerekir ki insan ilişkilerinde uzman olmak gerekir,1,0,0,2,0,0
"22-26 Mayıs Doğu Anadolu gezisine 8 kişilk bir arkadaş grubumuzla katıldık.Ekstraların mecburi bir paket olarak dayatılması,200 lira olan her yerde ücreti asılı bir şekilde yazan Akdamar tekne yolculuğunun 500 liraya sunulması,bu dayatmalar karşısında durduğumuzda rehber Pınar Hanımın profesyonellikten uzak tavır ve uslübü ,tur sahibi Fatma Hanımla yapılan telefon görüşmesinin bizi dinleyip çözüm üretmek yerine sabit fikrinde diretmesi,teslim olmayan ve haksız tur kalkınmasına katkıda bulunmak istemeyen tavrımızdan rahatsızlık duyan ve sözünü bize geçiremediği için yaptığımız sohbetlere(geç saat olmamasına rağmen) kimseden şikayet gelmemişken biraz sessiz olur musunuz insanlar rahatsız oluyor tarzındaki çocuk terbiye eder tarzı hangisini yazayım bilemedim.Eğlencemiz grubumuz olmasa kabusa dönüşebilirdi.MF tura ilk merhabamızı elvedayla tamamladık.
Yerel rehber Ercüment Bey çok donanımlı ve profesyoneldi ona çok teşekkür ederiz.",1,0,1,2,0,0
Merhabalar 16-19 mayısta tiflis turuna katıldık 5 arkadaş ama tur bizi asla tatmin etmedi.lari 14.17 iken bize bozdurduğu yerde 16.12 den yaptım hepimiz.Freeshopta aynı şekil 1 tane küçücük yere sokuldu ve parfüm sigara alkol dışında hiç bir şey yoktu.Para çenç yaparkenki alışveriş yaparken ne kadar yaptığımız hep sorulup hesaplandı rehber ile.SİNİRSİZ İKRAM yazıyordu araç içinde ama Samsun’dan yola çıktığı 10. Dk larda sadece 1 defa çay verildi geri evimize gelene kadar bir daha asla bir ikram olmadı.Dönüşte damla su yok araçta dediğimde rehber keşke herkes 1 şişe alsaydı nasıl bulayım ben dedi yani pınar hanım.Sürekli molalarda acele acele denildi ve lavabo molasında kornaya basıldı ki bu çok ayıp birşeydi.Yani evet harika eğlendik biz ama kendi kendimize tur bizce ve herkesçe sınıfta kaldı daha aynı tur ile asla yola çıkmam ki çoğunlukta aynı fikirde.Arkadaşımın valizi Samsun’a gelindiğinde başka yolcu inerken yolda kaldı ve yine pınar hanım valizi görerek araca bindi.Arkadaşım valizimi unuttunuz demesiyle dönülüp oradan alındı.Otobüs çok eskiydi ve sadece turun güzel olan şeyi gürcü rehberi mari idi harikaydı çok anlayışlıydı ama diğer rehber için aynı şeyi söyleyemeyeceğim.İnmeye yakın herkes bunalıp sinirlenmeye başladı zaten kimsenin memnun kaldığını düşünmüyorum,1,1,2,2,0,2
"Annemle birlikte 1-4 Ağustos Tiflis Batum turuna katıldık. Turumuzun firma yetkili rehberi Pınar hanımdı. Güler yüzlü,ilgili ve samimi buldum. Ancak tur için iletişimini yetersiz buldum. Yolculuk boyunca araç içinde tur planı hakkında daha bilgilendirici olmasını beklerdim(tuvalet molaları zamanlamasından tutun da otel çevresi ve gezilecek şehirde olup biteceklere varana kadar, yaşanabilecek ihtimaller dahil bunlara). Bazı durumlar sürpriz oluyor malum bu şekilde.
* İlk gün Batum gezildi ama ne yazık ki anlatımı yetersiz buldum. Üstelik serbest zaman da verilmedi. Serbest zaman olmayınca doğal olarak ne fotoğraf çekilebiliyor, ne yorgun insanlar dinlenip bir seyler yiyip içilebiliyor ne de şehir sindirilebiliyor.
**İkinci gün Tiflis gezisi oldu. Oradaki yerel rehberimiz Khatuna hanım çok güler yüzlü ve bulunduğu yere hakimdi. Anlatımı iyiydi. Ancak orada da verilen serbest zaman inanılmaz derecede yetersizdi, 1 saat yine alışverişi gezmeyi geçtim bir sey yemeye icmeye bile yetersizdi. Üstelik kocaman bir şehir geziliyor ve hava müthiş sıcak. Mf tur'un firma olarak organizasyonunu planlamasını çok yetersiz buldum.
***Otel konaklamaya gelecek olursak annemin otelleri iyi oluyor diye övdüğü ve benim ilk kez tercih ettiğim turumuzun Tifliste konakladigimiz oteli kötüydü. Çevresinde hiçbir şey yoktu. Ve yemek yemek için bir iki fast food lokantası dışında bir şey yoktu. Yine akşam gezemedik demiyorum temel ihtiyaçlardan bahsediyorum.
Bununla bağlantılı olarak 2. Günü olan gürcü gecesine katılmak doğal olarak zorunlu değildi ve bu turlarda genelde tercih ettiğim bir etkinlik olmadığından katılmadım. Ama otelin böyle bir konumda olması karnımızı doyurmamıza bile zorluk yaşattı. Üstelik turda 10 11 kişi bu geceye katılmadı. Amaç geceye katılmayı zorunda hissettirmek miydi diye düşünüyor insan. 1. Gün akşam otelde yemek olmaması sebepli yine tifliste otele girmeden şehirde merkezi bir yerde bir Türk lokantasına götürülmüş olmasak yine aç kalmıştık onu da belirteyim. O tarafa da bir daha dönemedik zaten. Taksiyle gitmek için bile uzakta bir yerdeydik. Yöresel şeyleri kendi isteğimizle tadacak zamanımız elbette yoktu, serbest zaman kısıtlılığı ve otelin konumu sebebiyle.
Ek olarak Türk şoförümüz tr sınırlarındayken müziğinin sesini asla kısmayarak sağ olsun uyku uyutmadı gece yolculuğunda.
İki yıldızı da şehirlerin güzelliğine ve gürcü rehberimize, hatta bir de gürcü şoförümüze veriyorum.
Firmanın organizasyon yapma ve planlamasının iyileştirilmesini dilerim. Ancak yine de tekrar tercih edeceğimi sanmıyorum.",2,1,2,2,2,2
"MF turun düzenlediği Kapadokya gezisine katıldık. Bu tur ile ilk gezi deneyimimizdi. Kapadokya bölgesinde birçok yer gezdik. Şoförümüz o dar sokaklarda bile oldukça başarılıydı. Ancak namaz kılabilmemiz için yardımcı olunmadı. Namaz kılmamız gerektiğini söylediğimizde duramayacaklarını söylediler. Sigara içenlere, tuvalet ihtiyacı olanlara sağlanan kolaylık namaz için neden sağlanamıyor merak ediyorum doğrusu. Üstelik sadece fotoğraf çekmek için mola verilebilirken namaz kılacaklara saygı duyulmaması hiç hoş değil. Umarım bu önemli konuda bir iyileştirme sağlayabilirler. Teşekkürler.",2,2,0,1,0,0
